EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1112,22,No,Travel_Frequently,Sales,13,4,Life Sciences,1,2,Male,1,2,Manager,1,Married,4729.0,7988,5,Y,No,24,4,3,80,1,38,2,2,28,19,13,6
1113,43,No,Travel_Rarely,Sales,5,3,Human Resources,1,3,Male,1,1,Sales Executive,2,Single,6974.0,7635,9,Y,No,21,3,2,80,0,31,1,4,15,1,14,7
1114,20,No,Travel_Rarely,Research & Development,1,1,Marketing,1,3,Male,1,3,Laboratory Technician,1,Married,19324.0,23048,9,Y,No,25,3,3,80,3,28,1,4,35,0,8,13
1115,24,Yes,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1,Male,3,2,Healthcare Representative,4,Married,2882.0,9093,8,Y,No,14,3,2,80,1,28,5,4,19,0,13,7
1116,56,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2,Female,4,4,Research Scientist,3,Married,3987.0,6604,4,Y,No,24,4,2,80,0,23,6,1,36,23,4,3
1117,18,No,Travel_Frequently,Sales,14,3,Marketing,1,1,Male,2,2,Sales Representative,3,Single,6585.0,19947,3,Y,No,12,3,3,80,2,30,0,4,21,13,13,9
1118,34,No,Travel_Rarely,Research & Development,5,5,Other,1,1,Male,4,3,Healthcare Representative,2,Married,4159.0,24727,5,Y,No,20,3,2,80,1,23,4,4,6,3,0,9
1119,60,No,Travel_Frequently,Sales,6,1,Marketing,1,2,Female,2,4,Manager,3,Married,5530.0,11399,7,Y,No,19,3,3,80,3,14,2,1,22,4,14,3
1120,42,No,Travel_Frequently,Sales,27,1,Human Resources,1,1,Female,2,5,Manager,1,Single,18065.0,26884,0,Y,No,17,3,1,80,2,11,5,2,40,10,3,7
1121,20,No,Travel_Rarely,Research & Development,24,4,Other,1,2,Female,1,2,Healthcare Representative,1,Married,2073.0,3839,6,Y,No,11,4,4,80,1,19,6,4,39,23,8,6
1122,32,No,Travel_Rarely,Human Resources,25,2,Medical,1,2,Female,1,1,Human Resources,1,Married,14743.0,9675,7,Y,Yes,18,3,2,80,1,3,6,3,28,27,0,14
1123,46,No,Travel_Frequently,Research & Development,29,4,Medical,1,1,Female,2,4,Laboratory Technician,1,Divorced,19771.0,13544,8,Y,No,25,3,3,80,1,12,1,4,15,14,7,7
1124,60,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,4,Male,3,4,Manager,2,Divorced,3693.0,10001,7,Y,No,13,3,3,80,1,40,2,4,37,12,7,9
1125,49,No,Travel_Rarely,Research & Development,16,5,Marketing,1,1,Female,3,5,Manager,3,Married,10562.0,11575,6,Y,Yes,14,3,4,80,0,9,4,1,27,15,8,6
1126,43,No,Travel_Rarely,Research & Development,22,5,Technical Degree,1,3,Male,3,2,Manager,4,Divorced,5340.0,4306,2,Y,No,22,4,4,80,0,40,6,3,37,23,8,2
1127,33,No,Non-Travel,Sales,21,5,Life Sciences,1,1,Male,3,1,Sales Executive,3,Married,3156.0,16230,1,Y,Yes,15,4,4,80,1,22,1,2,30,12,12,8
1128,42,No,Travel_Rarely,Research & Development,12,5,Other,1,2,Male,1,5,Manager,1,Divorced,17184.0,12664,2,Y,No,11,3,2,80,3,6,6,2,13,7,5,15
1129,45,No,Travel_Rarely,Research & Development,20,2,Life Sciences,1,3,Male,4,2,Healthcare Representative,4,Single,8966.0,17114,3,Y,No,25,3,3,80,0,11,0,3,32,25,12,13
1130,26,No,Non-Travel,  research & development  ,18,3,Human Resources,1,2,Male,4,1,Manager,2,Married,3580.0,23524,3,Y,No,16,3,2,80,1,14,6,4,8,1,4,6
1131,18,No,Travel_Rarely,Research & Development,2,5,Other,1,4,Male,2,1,Manager,1,Married,8257.0,21070,5,Y,No,20,3,2,80,1,6,2,1,26,15,11,11
1132,46,No,Travel_Rarely,Research & Development,23,1,Technical Degree,1,4,Male,3,3,Manager,1,Married,3159.0,13159,6,Y,Yes,16,3,1,80,3,7,6,3,23,5,11,0
1133,39,No,Travel_Rarely,Sales,21,3,Marketing,1,3,Female,1,1,Manager,4,Single,17172.0,15299,3,Y,No,12,3,4,80,3,6,6,3,12,0,13,15
1134,33,No,Travel_Rarely,Sales,23,2,Other,1,4,Female,1,2,Sales Executive,2,Married,14900.0,19344,9,Y,Yes,21,3,1,80,3,3,5,2,25,16,13,2
1135,58,No,Travel_Frequently,Research & Development,13,5,Marketing,1,4,Male,1,5,Research Scientist,4,Single,12440.0,10629,5,Y,No,20,3,1,80,2,6,0,1,28,10,6,0
1136,58,No,Travel_Rarely,Sales,27,2,Marketing,1,1,Female,2,5,Sales Representative,2,Single,15678.0,2455,8,Y,No,16,3,2,80,1,40,4,3,27,18,8,5
1137,24,No,Non-Travel,Research & Development,17,5,Life Sciences,1,1,Male,1,3,Laboratory Technician,1,Married,15436.0,25151,5,Y,No,18,3,2,80,3,29,4,1,27,2,4,1
1138,31,No,Travel_Frequently,Research & Development,17,1,Human Resources,1,4,Female,2,2,Manager,3,Married,13021.0,22201,2,Y,No,16,3,3,80,1,17,2,4,7,2,11,6
1139,46,Yes,Travel_Rarely,Research & Development,16,3,Life Sciences,1,4,Male,2,1,Manager,1,Divorced,7772.0,11761,0,Y,No,14,3,1,80,0,29,4,2,22,4,2,7
1140,36,No,Travel_Rarely,Research & Development,21,1,Medical,1,1,Male,2,3,Research Scientist,3,Married,2627.0,11810,9,Y,No,25,3,4,80,1,6,3,4,28,16,8,12
1141,36,No,Travel_Rarely,Research & Development,18,5,Medical,1,4,Male,2,4,Healthcare Representative,3,Divorced,12664.0,13804,9,Y,No,14,3,1,80,1,22,5,1,4,1,14,15
1142,19,No,Travel_Frequently,Research & Development,8,4,Marketing,1,4,Male,1,2,Manager,2,Divorced,9219.0,3512,4,Y,Yes,19,3,3,80,2,36,2,4,6,5,9,9
1143,58,Yes,Travel_Rarely,Research & Development,3,3,Human Resources,1,2,Male,1,3,Healthcare Representative,4,Married,19369.0,6738,9,Y,No,16,3,1,80,0,6,6,2,35,27,12,3
1144,32,Yes,Travel_Rarely,Research & Development,17,2,Other,1,4,Male,4,5,Healthcare Representative,2,Married,10713.0,18775,9,Y,Yes,18,3,1,80,0,37,3,1,40,28,0,12
1145,20,Yes,Travel_Rarely,Sales,29,5,Marketing,1,3,Male,1,3,Sales Representative,1,Single,9488.0,4621,2,Y,Yes,18,3,1,80,2,28,4,3,26,10,13,16
1146,28,No,Travel_Rarely,Research & Development,18,1,Other,1,2,Male,3,4,Healthcare Representative,4,Divorced,3181.0,17718,7,Y,Yes,17,3,3,80,3,33,6,4,1,0,0,7
1147,47,No,Travel_Rarely,Research & Development,26,4,Marketing,1,3,Male,3,2,Research Scientist,3,Single,12594.0,8176,9,Y,No,13,4,1,80,3,38,2,2,24,19,9,7
1148,57,No,Travel_Rarely,Research & Development,26,5,Life Sciences,1,4,Female,2,3,Manufacturing Director,3,Married,19680.0,17495,0,Y,No,20,4,2,80,1,40,3,3,8,2,13,6
1149,35,Yes,Travel_Rarely,Research & Development,23,2,Marketing,1,1,Male,2,1,Manufacturing Director,1,Married,8164.0,11112,1,Y,No,11,3,1,80,2,17,4,2,26,0,10,0
1150,19,No,Travel_Rarely,Research & Development,6,1,Marketing,1,2,Male,2,2,Research Director,4,Divorced,19981.0,24103,2,Y,No,15,3,2,80,3,24,1,1,0,0,11,14
1151,-1,Yes,Travel_Rarely,Research & Development,28,3,Human Resources,1,1,Female,4,3,Manager,1,Married,1901.0,8041,2,Y,Yes,23,3,1,80,0,26,1,1,22,9,3,14
1152,25,No,Travel_Rarely,Research & Development,8,4,Human Resources,1,2,Female,2,3,Research Scientist,1,Divorced,10290.0,21984,7,Y,No,25,3,2,80,2,26,0,4,9,1,1,3
1153,39,No,Travel_Rarely,Research & Development,23,5,Other,1,1,Male,4,2,Healthcare Representative,2,Single,19061.0,7210,4,Y,No,20,3,1,80,3,11,1,2,24,16,6,5
1154,23,No,Travel_Rarely,Research & Development,26,5,Human Resources,1,2,Female,2,5,Manufacturing Director,1,Single,3881.0,6508,7,Y,Yes,20,3,4,80,0,22,3,2,2,1,1,9
1155,29,No,Travel_Frequently,Research & Development,13,5,Marketing,1,2,Male,3,1,Research Scientist,4,Married,14058.0,8442,5,Y,No,25,3,2,80,2,16,5,2,5,3,14,11
1156,57,No,Non-Travel,Research & Development,8,5,Human Resources,1,3,Male,2,2,Manufacturing Director,1,Divorced,6622.0,26038,1,Y,No,12,4,4,80,1,6,1,1,5,2,6,3
1157,53,No,Travel_Rarely,Sales,19,1,Human Resources,1,1,Male,1,1,Manager,4,Married,2378.0,8216,3,Y,No,22,3,2,80,1,23,2,4,1,0,7,5
1158,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3,Female,2,1,Manufacturing Director,3,Divorced,18632.0,26269,8,Y,No,20,3,1,80,0,6,2,2,17,1,11,13
1159,45,No,Non-Travel,Research & Development,29,2,Technical Degree,1,3,Male,1,2,Manager,1,Divorced,6650.0,2260,3,Y,No,23,3,3,80,3,28,2,2,22,13,10,12
1160,35,No,Travel_Rarely,Sales,23,4,Medical,1,1,Female,1,3,Sales Representative,4,Divorced,,8833,4,Y,No,12,3,1,80,3,27,1,3,1,0,7,2
1161,19,Yes,Travel_Frequently,Research & Development,15,5,Life Sciences,1,2,Male,1,5,Research Director,3,Married,10456.0,11527,4,Y,Yes,24,3,3,80,2,22,6,2,11,0,2,14
1162,30,No,Travel_Rarely,Sales,10,5,Life Sciences,1,3,Female,1,1,Sales Executive,4,Married,8036.0,15246,9,Y,No,17,3,4,80,0,9,1,4,21,8,8,2
1163,32,Yes,Travel_Rarely,Research & Development,27,3,Human Resources,1,1,Male,4,1,Manufacturing Director,3,Single,7487.0,7944,7,Y,Yes,21,3,3,80,3,15,0,3,36,19,9,4
1164,37,No,Travel_Rarely,Research & Development,17,3,Medical,1,2,Male,4,3,Research Scientist,2,Divorced,18442.0,24518,5,Y,No,23,3,3,80,1,33,5,3,19,18,15,12
1165,46,No,Travel_Rarely,Sales,1,1,Medical,1,3,Male,2,2,Sales Representative,1,Divorced,19432.0,25259,9,Y,No,13,3,3,80,0,24,6,3,38,35,9,14
1166,59,No,Travel_Rarely,Research & Development,7,1,Other,1,3,Female,2,5,Research Scientist,1,Married,5248.0,25212,6,Y,No,23,3,3,80,1,1,5,1,23,7,15,16
1167,46,No,Travel_Rarely,Research & Development,29,1,Technical Degree,1,3,Male,4,1,Research Scientist,3,Single,19860.0,2334,5,Y,No,18,3,4,80,0,4,6,3,19,12,9,5
1168,20,No,Travel_Rarely,Research & Development,27,4,Medical,1,2,Female,2,1,Manufacturing Director,2,Single,5603.0,9669,4,Y,No,19,4,3,80,2,13,6,2,0,0,5,17
1169,36,Yes,Travel_Rarely,Sales,13,1,Marketing,1,3,Female,2,2,Sales Executive,4,Divorced,13632.0,4779,4,Y,No,24,3,1,80,3,30,4,1,0,0,3,2
1170,20,No,Non-Travel,Sales,3,5,Other,1,2,Male,4,3,Sales Representative,2,Single,1220.0,25712,2,Y,No,23,3,2,80,3,39,0,1,16,3,7,8
1171,31,No,Travel_Rarely,Research & Development,19,1,Human Resources,1,4,Female,4,4,Healthcare Representative,4,Divorced,15226.0,20821,6,Y,No,18,4,2,80,3,5,3,1,0,0,3,7
1172,57,No,Travel_Rarely,Human Resources,15,4,Marketing,1,3,Female,2,3,Human Resources,4,Married,5818.0,21191,9,Y,No,16,3,1,80,1,27,2,1,29,8,3,10
1173,21,No,Travel_Rarely,Research & Development,5,1,Life Sciences,1,4,Male,4,1,Healthcare Representative,1,Married,8349.0,15259,4,Y,Yes,15,3,4,80,3,8,1,1,40,40,10,10
1174,28,No,Non-Travel,Sales,11,1,Technical Degree,1,1,male,3,1,Sales Executive,3,Divorced,6618.0,7190,6,Y,No,13,3,1,80,0,5,4,1,2,1,7,7
1175,48,No,Travel_Rarely,Research & Development,22,5,Marketing,1,3,Male,1,5,Healthcare Representative,1,Single,10856.0,5163,1,Y,No,13,3,1,80,1,16,4,1,10,1,3,0
1176,60,No,Travel_Rarely,Research & Development,18,5,Human Resources,1,1,Male,1,3,Manager,1,Married,5576.0,11094,8,Y,Yes,17,3,3,80,2,39,6,3,23,11,15,1
1177,49,No,Travel_Rarely,Research & Development,3,5,Marketing,1,1,Male,3,4,Manager,1,Divorced,19255.0,13624,7,Y,No,23,3,3,80,1,34,1,4,21,9,0,3
1178,44,No,Travel_Rarely,Sales,6,1,Marketing,1,1,Male,3,5,Sales Executive,4,Married,16207.0,25872,4,Y,No,15,4,4,80,2,11,0,2,25,10,5,1
1179,47,Yes,Travel_Rarely,Research & Development,3,5,Medical,1,4,Female,2,4,Manufacturing Director,1,Married,2462.0,2023,1,Y,No,22,3,4,80,1,17,4,2,12,6,11,1
1180,60,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,2,Male,2,5,Healthcare Representative,4,Married,16905.0,6652,5,Y,No,24,3,2,80,3,33,5,3,0,0,7,12
1181,19,No,Travel_Frequently,Human Resources,9,2,Life Sciences,1,4,Female,1,3,Manager,3,Single,17252.0,4748,7,Y,No,16,3,4,80,2,0,0,3,23,8,13,5
1182,26,Yes,Travel_Frequently,Research & Development,28,2,Human Resources,1,4,Male,2,1,Manufacturing Director,4,Single,9236.0,20834,6,Y,No,24,3,1,80,3,14,1,1,9,5,13,3
1183,45,No,Travel_Rarely,Research & Development,19,5,Other,1,1,Male,1,4,Laboratory Technician,4,Married,8813.0,10095,7,Y,No,16,3,2,80,1,17,6,4,34,18,2,14
1184,48,No,Travel_Rarely,Human Resources,28,4,Other,1,3,Female,2,3,Human Resources,2,Married,3068.0,5357,3,Y,Yes,19,3,2,80,2,21,0,1,23,15,1,2
1185,51,No,Travel_Frequently,Sales,27,5,Human Resources,1,2,Female,2,4,Sales Executive,1,Married,6753.0,14096,2,Y,Yes,11,3,3,80,0,17,6,3,27,14,5,3
1186,32,No,Travel_Rarely,Human Resources,13,5,Life Sciences,1,1,Male,1,3,Manager,1,Divorced,8237.0,10095,6,Y,No,18,3,3,80,0,0,5,1,35,6,0,16
1187,42,No,Travel_Rarely,Research & Development,29,1,Human Resources,1,2,Male,3,5,Manager,1,Single,15175.0,12680,1,Y,No,20,4,2,80,1,19,2,2,15,15,10,5
1188,53,No,Travel_Rarely,Sales,6,4,Medical,1,4,Male,3,3,Sales Executive,1,Married,7191.0,10083,4,Y,Yes,23,3,3,80,2,35,6,2,39,4,4,1
1189,25,Yes,Travel_Rarely,Research & Development,11,5,Other,1,2,Male,2,5,Research Director,2,Single,18898.0,24356,6,Y,No,23,3,3,80,0,37,6,1,15,15,5,12
1190,26,No,Travel_Rarely,Research & Development,21,3,Other,1,2,Male,3,1,Manager,2,Single,19982.0,15169,0,Y,Yes,15,3,3,80,3,24,1,4,16,0,7,14
1191,54,No,Travel_Rarely,Sales,21,2,Marketing,1,3,Female,2,5,Sales Executive,2,Married,15622.0,26539,3,Y,No,23,3,2,80,3,15,5,1,14,2,6,4
1192,56,No,Travel_Rarely,Research & Development,27,3,Medical,1,1,Male,4,2,Manager,2,Divorced,2001.0,9069,1,Y,Yes,16,3,2,80,1,19,1,1,15,4,5,5
1193,49,No,Non-Travel,Research & Development,14,3,Other,1,2,Male,4,1,Manufacturing Director,1,Single,18417.0,23722,5,Y,Yes,16,3,2,80,3,37,5,4,14,6,1,16
1194,34,No,Travel_Rarely,Research & Development,6,3,Medical,1,2,Male,4,3,Healthcare Representative,4,Married,15877.0,20916,0,Y,Yes,11,3,1,80,3,32,5,4,33,18,11,0
1195,52,No,Travel_Rarely,Sales,6,4,Medical,1,4,Male,3,3,Manager,3,Married,11232.0,7337,6,Y,No,13,3,2,80,3,6,4,4,10,5,7,1
1196,54,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,4,Male,3,2,Manager,2,Single,5476.0,5773,2,Y,No,22,3,3,80,0,22,4,2,0,0,7,0
1197,36,No,Travel_Rarely,Human Resources,11,4,Other,1,2,Male,1,3,Manager,4,Married,17862.0,17426,0,Y,No,16,3,2,80,2,10,4,1,14,4,10,7
1198,46,No,Travel_Rarely,Human Resources,15,2,Technical Degree,1,1,Male,3,1,Human Resources,2,Divorced,1515.0,24849,7,Y,No,24,3,1,80,1,32,2,3,25,16,4,3
1199,24,No,Non-Travel,Research & Development,9,1,Life Sciences,1,2,Female,2,1,Research Director,1,Married,13478.0,23045,6,Y,Yes,25,3,3,80,2,39,2,4,3,3,2,17
1200,45,No,Travel_Rarely,Sales,21,5,Life Sciences,1,2,Male,1,5,Sales Executive,1,Single,2191.0,4057,1,Y,No,24,3,4,80,2,4,5,4,4,1,11,8
1201,26,No,Travel_Rarely,Research & Development,17,5,Medical,1,3,Female,3,4,Manufacturing Director,4,Married,11860.0,19061,6,Y,No,21,4,2,80,2,40,3,1,34,21,10,14
1202,45,No,Non-Travel,Sales,24,1,Technical Degree,1,1,Male,1,3,Sales Executive,4,Married,14448.0,15138,2,Y,No,21,3,2,80,0,7,1,3,12,7,7,15
1203,23,Yes,Non-Travel,Sales,7,5,Life Sciences,1,3,Male,3,2,Manager,4,Single,7297.0,4974,8,Y,No,19,3,4,80,3,16,4,1,9,0,4,2
1204,46,No,Travel_Frequently,Research & Development,7,3,Technical Degree,1,1,Female,2,1,Manufacturing Director,1,Single,17655.0,26860,7,Y,Yes,16,3,3,80,1,17,1,1,10,1,2,0
1205,34,No,Non-Travel,Research & Development,21,2,Other,1,1,Female,4,1,Research Scientist,1,Single,9334.0,17903,4,Y,No,25,4,2,80,2,26,6,4,17,14,8,12
1206,33,No,Travel_Rarely,Research & Development,1,5,Medical,1,1,Male,4,1,Research Director,3,Single,7008.0,24032,6,Y,No,22,3,1,80,3,30,5,4,33,19,8,13
1207,40,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,3,Female,2,4,Research Director,4,Single,8987.0,8444,2,Y,No,23,3,3,80,0,3,0,2,38,17,11,5
1208,48,No,Travel_Rarely,Research & Development,27,1,Technical Degree,1,3,Female,1,4,Research Scientist,3,Married,4332.0,20224,0,Y,Yes,16,4,2,80,2,1,5,3,40,9,14,4
1209,20,No,Non-Travel,Sales,25,5,Human Resources,1,3,Female,4,3,Sales Executive,2,Married,1787.0,3878,0,Y,No,11,3,3,80,3,4,2,3,22,3,6,4
1210,38,No,Travel_Rarely,Human Resources,8,2,Life Sciences,1,4,Male,3,2,Human Resources,3,Divorced,7222.0,8289,1,Y,No,19,3,2,80,0,16,3,4,6,4,12,3
1211,43,No,Non-Travel,Research & Development,5,3,Life Sciences,1,3,Female,3,4,Manufacturing Director,2,Married,10873.0,11802,7,Y,No,14,3,4,80,3,38,0,4,38,3,7,11
1212,53,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,4,Female,1,5,Healthcare Representative,2,Divorced,18006.0,17995,0,Y,Yes,25,3,2,80,1,31,1,4,2,0,12,13
1213,59,No,Travel_Rarely,Sales,8,1,Technical Degree,1,4,Female,1,4,Sales Executive,3,Married,4676.0,25603,4,Y,No,12,3,3,80,3,28,2,3,11,8,4,13
1214,54,Yes,Travel_Rarely,Research & Development,17,4,Marketing,1,4,Female,2,1,Laboratory Technician,4,Single,3572.0,17763,8,Y,No,11,3,2,80,3,15,4,2,6,4,4,10
1215,39,No,Travel_Rarely,Research & Development,19,5,Other,1,2,Female,4,2,Research Scientist,2,Married,7915.0,17037,8,Y,No,13,3,2,80,1,0,0,3,25,17,4,9
1216,59,No,Travel_Rarely,Sales,12,3,Life Sciences,1,2,Male,1,3,Sales Executive,4,Divorced,6033.0,13690,1,Y,No,13,3,3,80,1,11,2,4,32,23,14,9
1217,29,No,Travel_Rarely,Sales,27,3,Human Resources,1,2,Male,4,4,Manager,1,Single,8788.0,12323,6,Y,No,15,3,2,80,3,18,1,4,36,1,1,8
1218,59,No,Travel_Rarely,Research & Development,23,1,Human Resources,1,4,Male,4,1,Manufacturing Director,2,Single,16689.0,5314,0,Y,No,11,3,2,80,1,8,5,2,14,0,2,1
1219,30,No,Travel_Rarely,Research & Development,15,3,Medical,1,4,Male,3,5,Manager,1,Married,12452.0,15417,2,Y,No,17,3,3,80,3,6,1,1,1,1,7,13
1220,28,Yes,Travel_Rarely,Sales,4,5,Marketing,1,1,Male,1,5,Sales Representative,3,Married,5712.0,3378,5,Y,Yes,23,3,4,80,2,29,0,1,40,18,13,6
1221,33,Yes,Travel_Frequently,Human Resources,23,1,Marketing,1,4,Male,2,3,Human Resources,4,Single,1066.0,16356,8,Y,Yes,11,3,1,80,3,14,0,3,6,0,12,16
1222,25,No,Travel_Rarely,Sales,12,2,Technical Degree,1,2,Male,1,3,Manager,3,Single,16855.0,13269,9,Y,No,14,3,1,80,0,3,5,1,31,27,14,7
1223,57,No,Non-Travel,Research & Development,27,1,Medical,1,4,Female,4,4,Research Scientist,2,Single,13478.0,13206,1,Y,No,16,3,1,80,1,5,0,1,3,2,5,3
1224,57,No,Non-Travel,Human Resources,13,5,Technical Degree,1,4,Female,3,3,Human Resources,1,Married,8533.0,7340,6,Y,No,25,3,1,80,2,37,3,3,19,6,8,4
1225,19,No,Travel_Rarely,Research & Development,14,5,Medical,1,1,Male,1,1,Laboratory Technician,2,Married,16103.0,14084,3,Y,No,11,3,1,80,1,34,4,4,35,9,6,12
1226,47,No,Travel_Rarely,Research & Development,5,2,Other,1,4,Female,1,1,Manufacturing Director,3,Married,5616.0,11907,1,Y,No,17,3,1,80,1,1,2,1,31,0,13,6
1227,47,No,Non-Travel,Research & Development,22,1,Marketing,1,3,Male,1,1,Research Director,4,Married,14277.0,2452,2,Y,No,20,3,3,80,1,4,5,4,27,9,14,5
1228,29,No,Travel_Rarely,Sales,16,5,Other,1,1,Female,2,4,Sales Representative,4,Married,18524.0,10533,5,Y,No,25,3,3,80,0,7,1,3,12,4,5,16
1229,27,No,Travel_Rarely,Human Resources,7,5,Technical Degree,1,4,Female,2,4,Manager,2,Single,6730.0,2392,9,Y,No,17,3,3,80,0,29,1,4,0,0,15,5
1230,28,No,Non-Travel,Research & Development,15,2,Medical,1,4,Male,2,3,Research Director,2,Married,11724.0,7471,8,Y,No,13,4,2,80,3,18,4,4,34,8,14,2
1231,32,Yes,Non-Travel,Research & Development,13,4,Marketing,1,1,Male,2,4,Healthcare Representative,1,Single,12772.0,19653,7,Y,No,14,3,4,80,0,29,0,3,29,27,10,8
1232,33,No,Travel_Frequently,Sales,26,1,Marketing,1,4,Male,3,1,Sales Representative,3,Married,17268.0,10137,9,Y,No,16,3,4,80,1,30,0,4,35,14,13,14
1233,34,Yes,Travel_Rarely,Sales,16,5,Life Sciences,1,2,Female,3,2,Sales Executive,2,Married,13940.0,15997,8,Y,Yes,24,3,1,80,2,15,1,1,24,2,3,7
1234,43,Yes,Travel_Rarely,  research & development  ,12,3,Technical Degree,1,3,Female,2,1,Sales Executive,1,Single,17932.0,21434,3,Y,Yes,21,3,1,80,2,37,4,1,15,8,6,14
1235,19,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3,Male,4,2,Healthcare Representative,2,Single,15643.0,25664,3,Y,No,17,3,3,80,2,21,1,1,18,4,15,0
1236,29,Yes,Travel_Rarely,Research & Development,16,4,Marketing,1,2,Male,2,3,Manufacturing Director,4,Single,1198.0,11162,8,Y,No,24,3,4,80,1,32,0,1,0,0,3,7
1237,43,No,Travel_Rarely,Research & Development,23,4,Technical Degree,1,4,Male,2,5,Manufacturing Director,1,Single,17955.0,12397,7,Y,Yes,23,3,2,80,0,21,5,4,4,0,6,3
1238,40,No,Travel_Rarely,Research & Development,23,2,Technical Degree,1,4,Male,4,4,Manufacturing Director,1,Married,18174.0,17596,1,Y,No,14,3,2,80,2,7,2,1,21,21,4,9
1239,35,No,Travel_Rarely,Human Resources,27,4,Other,1,3,Female,1,4,Manager,2,Divorced,10830.0,6794,7,Y,No,20,3,3,80,1,36,0,4,23,8,1,15
1240,49,No,Travel_Rarely,Sales,13,5,Human Resources,1,4,Male,4,1,Sales Representative,3,Married,14798.0,25794,0,Y,No,21,3,1,80,1,11,5,2,36,22,6,17
1241,55,No,Travel_Rarely,Research & Development,29,4,Medical,1,3,Female,4,1,Manufacturing Director,4,Married,18558.0,18549,8,Y,No,19,3,4,80,2,4,2,4,35,6,7,3
1242,20,No,Travel_Rarely,Research & Development,23,1,Human Resources,1,3,Female,3,2,Research Director,3,Married,12469.0,10446,8,Y,No,19,3,2,80,2,24,6,1,35,22,9,7
1243,55,No,Travel_Rarely,Research & Development,3,3,Human Resources,1,2,Female,1,4,Healthcare Representative,1,Married,1178.0,10493,7,Y,No,19,3,1,80,3,28,3,2,3,3,10,3
1244,20,No,Travel_Rarely,Research & Development,15,5,Marketing,1,3,Male,4,3,Manager,3,Divorced,19628.0,8363,4,Y,No,22,3,4,80,3,12,4,3,35,24,1,9
1245,47,No,Travel_Frequently,Research & Development,28,2,Other,1,4,Male,2,1,Manufacturing Director,1,Divorced,18118.0,13295,4,Y,Yes,20,3,2,80,1,25,5,4,17,8,5,3
1246,18,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,4,Male,4,4,Laboratory Technician,3,Divorced,1798.0,10079,2,Y,No,16,3,1,80,3,21,3,1,15,5,3,15
1247,47,No,Travel_Rarely,Sales,7,5,Human Resources,1,1,Female,3,5,Sales Representative,2,Divorced,8601.0,23414,4,Y,No,12,3,2,80,3,28,0,1,40,33,4,11
1248,49,Yes,Travel_Rarely,Sales,18,3,Human Resources,1,4,Female,4,2,Manager,3,Single,3795.0,14032,3,Y,Yes,12,3,1,80,2,11,6,1,17,8,0,9
1249,45,Yes,Travel_Rarely,Human Resources,14,4,Technical Degree,1,1,Male,2,1,Human Resources,1,Married,13496.0,12748,0,Y,No,21,3,1,80,3,27,4,3,21,16,5,10
1250,38,No,Travel_Rarely,Research & Development,18,2,Marketing,1,3,Female,1,1,Research Scientist,4,Divorced,5588.0,3505,8,Y,No,14,3,1,80,1,8,5,2,1,0,11,1
1251,30,No,Non-Travel,Research & Development,19,2,Human Resources,1,4,Male,3,3,Research Scientist,4,Married,8297.0,11448,9,Y,No,19,3,4,80,2,9,6,2,20,18,11,15
1252,44,No,Travel_Rarely,Research & Development,14,1,Medical,1,2,Male,1,1,Manager,4,Divorced,4084.0,15240,3,Y,No,13,4,3,80,3,25,0,1,35,5,10,11
1253,53,No,Travel_Rarely,Sales,20,4,Life Sciences,1,2,Male,3,4,Sales Representative,1,Single,12110.0,9409,2,Y,No,16,3,1,80,3,35,4,4,38,36,13,3
1254,24,Yes,Travel_Rarely,Sales,6,1,Life Sciences,1,2,Male,2,4,Sales Representative,3,Married,1731.0,22724,5,Y,No,12,3,1,80,3,39,4,1,38,30,14,16
1255,39,Yes,Non-Travel,Research & Development,29,1,Marketing,1,3,Male,3,4,Research Scientist,4,Divorced,2129.0,2209,0,Y,No,25,4,2,80,0,10,0,1,28,1,7,11
1256,27,Yes,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3,Male,1,5,Laboratory Technician,4,Married,2605.0,22177,4,Y,Yes,11,3,2,80,3,5,0,4,25,8,1,15
1257,56,No,Non-Travel,Sales,26,5,Technical Degree,1,1,Female,1,5,Sales Executive,4,Married,12970.0,22905,6,Y,No,22,4,4,80,3,3,6,1,20,13,0,2
