EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryBand,SatisfactionScore,AttritionBinary
1172,57,No,Travel_Rarely,Human Resources,15,4,Marketing,3,Female,2,3,Human Resources,4,Married,5818,21191,9,No,16,3,1,1,27,2,1,29,8,3,10,46-60,3K-6K,2.67,0
1173,21,No,Travel_Rarely,Research & Development,5,1,Life Sciences,4,Male,4,1,Healthcare Representative,1,Married,8349,15259,4,Yes,15,3,4,3,8,1,1,40,40,10,10,18-25,6K-10K,2.0,0
1174,28,No,Non-Travel,Sales,11,1,Technical Degree,1,Male,3,1,Sales Executive,3,Divorced,6618,7190,6,No,13,3,1,0,5,4,1,2,1,7,7,26-35,6K-10K,1.67,0
1175,48,No,Travel_Rarely,Research & Development,22,5,Marketing,3,Male,1,5,Healthcare Representative,1,Single,10856,5163,1,No,13,3,1,1,16,4,1,10,1,3,0,46-60,> 10K,1.67,0
1176,60,No,Travel_Rarely,Research & Development,18,5,Human Resources,1,Male,1,3,Manager,1,Married,5576,11094,8,Yes,17,3,3,2,39,6,3,23,11,15,1,46-60,3K-6K,1.67,0
1177,49,No,Travel_Rarely,Research & Development,3,5,Marketing,1,Male,3,4,Manager,1,Divorced,19255,13624,7,No,23,3,3,1,34,1,4,21,9,0,3,46-60,> 10K,2.0,0
1178,44,No,Travel_Rarely,Sales,6,1,Marketing,1,Male,3,5,Sales Executive,4,Married,16207,25872,4,No,15,4,4,2,11,0,2,25,10,5,1,36-45,> 10K,2.33,0
1179,47,Yes,Travel_Rarely,Research & Development,3,5,Medical,4,Female,2,4,Manufacturing Director,1,Married,2462,2023,1,No,22,3,4,1,17,4,2,12,6,11,1,46-60,< 3K,2.33,1
1180,60,No,Travel_Rarely,Research & Development,5,3,Technical Degree,2,Male,2,5,Healthcare Representative,4,Married,16905,6652,5,No,24,3,2,3,33,5,3,0,0,7,12,46-60,> 10K,3.0,0
1181,19,No,Travel_Frequently,Human Resources,9,2,Life Sciences,4,Female,1,3,Manager,3,Single,17252,4748,7,No,16,3,4,2,0,0,3,23,8,13,5,18-25,> 10K,3.33,0
1182,26,Yes,Travel_Frequently,Research & Development,28,2,Human Resources,4,Male,2,1,Manufacturing Director,4,Single,9236,20834,6,No,24,3,1,3,14,1,1,9,5,13,3,26-35,6K-10K,3.0,1
1183,45,No,Travel_Rarely,Research & Development,19,5,Other,1,Male,1,4,Laboratory Technician,4,Married,8813,10095,7,No,16,3,2,1,17,6,4,34,18,2,14,36-45,6K-10K,3.0,0
1184,48,No,Travel_Rarely,Human Resources,28,4,Other,3,Female,2,3,Human Resources,2,Married,3068,5357,3,Yes,19,3,2,2,21,0,1,23,15,1,2,46-60,3K-6K,2.0,0
1185,51,No,Travel_Frequently,Sales,27,5,Human Resources,2,Female,2,4,Sales Executive,1,Married,6753,14096,2,Yes,11,3,3,0,17,6,3,27,14,5,3,46-60,6K-10K,2.0,0
1186,32,No,Travel_Rarely,Human Resources,13,5,Life Sciences,1,Male,1,3,Manager,1,Divorced,8237,10095,6,No,18,3,3,0,0,5,1,35,6,0,16,26-35,6K-10K,1.0,0
1187,42,No,Travel_Rarely,Research & Development,29,1,Human Resources,2,Male,3,5,Manager,1,Single,15175,12680,1,No,20,4,2,1,19,2,2,15,15,10,5,36-45,> 10K,1.67,0
1188,53,No,Travel_Rarely,Sales,6,4,Medical,4,Male,3,3,Sales Executive,1,Married,7191,10083,4,Yes,23,3,3,2,35,6,2,39,4,4,1,46-60,6K-10K,2.33,0
1189,25,Yes,Travel_Rarely,Research & Development,11,5,Other,2,Male,2,5,Research Director,2,Single,18898,24356,6,No,23,3,3,0,37,6,1,15,15,5,12,18-25,> 10K,1.67,1
1190,26,No,Travel_Rarely,Research & Development,21,3,Other,2,Male,3,1,Manager,2,Single,19982,15169,0,Yes,15,3,3,3,24,1,4,16,0,7,14,26-35,> 10K,2.67,0
1191,54,No,Travel_Rarely,Sales,21,2,Marketing,3,Female,2,5,Sales Executive,2,Married,15622,26539,3,No,23,3,2,3,15,5,1,14,2,6,4,46-60,> 10K,2.0,0
1192,56,No,Travel_Rarely,Research & Development,27,3,Medical,1,Male,4,2,Manager,2,Divorced,2001,9069,1,Yes,16,3,2,1,19,1,1,15,4,5,5,46-60,< 3K,1.33,0
1193,49,No,Non-Travel,Research & Development,14,3,Other,2,Male,4,1,Manufacturing Director,1,Single,18417,23722,5,Yes,16,3,2,3,37,5,4,14,6,1,16,46-60,> 10K,2.33,0
1194,34,No,Travel_Rarely,Research & Development,6,3,Medical,2,Male,4,3,Healthcare Representative,4,Married,15877,20916,0,Yes,11,3,1,3,32,5,4,33,18,11,0,26-35,> 10K,3.33,0
1195,52,No,Travel_Rarely,Sales,6,4,Medical,4,Male,3,3,Manager,3,Married,11232,7337,6,No,13,3,2,3,6,4,4,10,5,7,1,46-60,> 10K,3.67,0
1196,54,No,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Male,3,2,Manager,2,Single,5476,5773,2,No,22,3,3,0,22,4,2,0,0,7,0,46-60,3K-6K,2.67,0
1197,36,No,Travel_Rarely,Human Resources,11,4,Other,2,Male,1,3,Manager,4,Married,17862,17426,0,No,16,3,2,2,10,4,1,14,4,10,7,36-45,> 10K,2.33,0
1198,46,No,Travel_Rarely,Human Resources,15,2,Technical Degree,1,Male,3,1,Human Resources,2,Divorced,1515,24849,7,No,24,3,1,1,32,2,3,25,16,4,3,46-60,< 3K,2.0,0
1199,24,No,Non-Travel,Research & Development,9,1,Life Sciences,2,Female,2,1,Research Director,1,Married,13478,23045,6,Yes,25,3,3,2,39,2,4,3,3,2,17,18-25,> 10K,2.33,0
1200,45,No,Travel_Rarely,Sales,21,5,Life Sciences,2,Male,1,5,Sales Executive,1,Single,2191,4057,1,No,24,3,4,2,4,5,4,4,1,11,8,36-45,< 3K,2.33,0
1201,26,No,Travel_Rarely,Research & Development,17,5,Medical,3,Female,3,4,Manufacturing Director,4,Married,11860,19061,6,No,21,4,2,2,40,3,1,34,21,10,14,26-35,> 10K,2.67,0
1202,45,No,Non-Travel,Sales,24,1,Technical Degree,1,Male,1,3,Sales Executive,4,Married,14448,15138,2,No,21,3,2,0,7,1,3,12,7,7,15,36-45,> 10K,2.67,0
1203,23,Yes,Non-Travel,Sales,7,5,Life Sciences,3,Male,3,2,Manager,4,Single,7297,4974,8,No,19,3,4,3,16,4,1,9,0,4,2,18-25,6K-10K,2.67,1
1204,46,No,Travel_Frequently,Research & Development,7,3,Technical Degree,1,Female,2,1,Manufacturing Director,1,Single,17655,26860,7,Yes,16,3,3,1,17,1,1,10,1,2,0,46-60,> 10K,1.0,0
1205,34,No,Non-Travel,Research & Development,21,2,Other,1,Female,4,1,Research Scientist,1,Single,9334,17903,4,No,25,4,2,2,26,6,4,17,14,8,12,26-35,6K-10K,2.0,0
1206,33,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,4,1,Research Director,3,Single,7008,24032,6,No,22,3,1,3,30,5,4,33,19,8,13,26-35,6K-10K,2.67,0
1207,40,No,Travel_Rarely,Research & Development,25,2,Life Sciences,3,Female,2,4,Research Director,4,Single,8987,8444,2,No,23,3,3,0,3,0,2,38,17,11,5,36-45,6K-10K,3.0,0
1208,48,No,Travel_Rarely,Research & Development,27,1,Technical Degree,3,Female,1,4,Research Scientist,3,Married,4332,20224,0,Yes,16,4,2,2,1,5,3,40,9,14,4,46-60,3K-6K,3.0,0
1209,20,No,Non-Travel,Sales,25,5,Human Resources,3,Female,4,3,Sales Executive,2,Married,1787,3878,0,No,11,3,3,3,4,2,3,22,3,6,4,18-25,< 3K,2.67,0
1210,38,No,Travel_Rarely,Human Resources,8,2,Life Sciences,4,Male,3,2,Human Resources,3,Divorced,7222,8289,1,No,19,3,2,0,16,3,4,6,4,12,3,36-45,6K-10K,3.67,0
1211,43,No,Non-Travel,Research & Development,5,3,Life Sciences,3,Female,3,4,Manufacturing Director,2,Married,10873,11802,7,No,14,3,4,3,38,0,4,38,3,7,11,36-45,> 10K,3.0,0
1212,53,No,Travel_Rarely,Research & Development,19,3,Life Sciences,4,Female,1,5,Healthcare Representative,2,Divorced,18006,17995,0,Yes,25,3,2,1,31,1,4,2,0,12,13,46-60,> 10K,3.33,0
1213,59,No,Travel_Rarely,Sales,8,1,Technical Degree,4,Female,1,4,Sales Executive,3,Married,4676,25603,4,No,12,3,3,3,28,2,3,11,8,4,13,46-60,3K-6K,3.33,0
1214,54,Yes,Travel_Rarely,Research & Development,17,4,Marketing,4,Female,2,1,Laboratory Technician,4,Single,3572,17763,8,No,11,3,2,3,15,4,2,6,4,4,10,46-60,3K-6K,3.33,1
1215,39,No,Travel_Rarely,Research & Development,19,5,Other,2,Female,4,2,Research Scientist,2,Married,7915,17037,8,No,13,3,2,1,0,0,3,25,17,4,9,36-45,6K-10K,2.33,0
1216,59,No,Travel_Rarely,Sales,12,3,Life Sciences,2,Male,1,3,Sales Executive,4,Divorced,6033,13690,1,No,13,3,3,1,11,2,4,32,23,14,9,46-60,6K-10K,3.33,0
1217,29,No,Travel_Rarely,Sales,27,3,Human Resources,2,Male,4,4,Manager,1,Single,8788,12323,6,No,15,3,2,3,18,1,4,36,1,1,8,26-35,6K-10K,2.33,0
1218,59,No,Travel_Rarely,Research & Development,23,1,Human Resources,4,Male,4,1,Manufacturing Director,2,Single,16689,5314,0,No,11,3,2,1,8,5,2,14,0,2,1,46-60,> 10K,2.67,0
1219,30,No,Travel_Rarely,Research & Development,15,3,Medical,4,Male,3,5,Manager,1,Married,12452,15417,2,No,17,3,3,3,6,1,1,1,1,7,13,26-35,> 10K,2.0,0
1220,28,Yes,Travel_Rarely,Sales,4,5,Marketing,1,Male,1,5,Sales Representative,3,Married,5712,3378,5,Yes,23,3,4,2,29,0,1,40,18,13,6,26-35,3K-6K,1.67,1
1221,33,Yes,Travel_Frequently,Human Resources,23,1,Marketing,4,Male,2,3,Human Resources,4,Single,1066,16356,8,Yes,11,3,1,3,14,0,3,6,0,12,16,26-35,< 3K,3.67,1
1222,25,No,Travel_Rarely,Sales,12,2,Technical Degree,2,Male,1,3,Manager,3,Single,16855,13269,9,No,14,3,1,0,3,5,1,31,27,14,7,18-25,> 10K,2.0,0
1223,57,No,Non-Travel,Research & Development,27,1,Medical,4,Female,4,4,Research Scientist,2,Single,13478,13206,1,No,16,3,1,1,5,0,1,3,2,5,3,46-60,> 10K,2.33,0
1224,57,No,Non-Travel,Human Resources,13,5,Technical Degree,4,Female,3,3,Human Resources,1,Married,8533,7340,6,No,25,3,1,2,37,3,3,19,6,8,4,46-60,6K-10K,2.67,0
1225,19,No,Travel_Rarely,Research & Development,14,5,Medical,1,Male,1,1,Laboratory Technician,2,Married,16103,14084,3,No,11,3,1,1,34,4,4,35,9,6,12,18-25,> 10K,2.33,0
1226,47,No,Travel_Rarely,Research & Development,5,2,Other,4,Female,1,1,Manufacturing Director,3,Married,5616,11907,1,No,17,3,1,1,1,2,1,31,0,13,6,46-60,3K-6K,2.67,0
1227,47,No,Non-Travel,Research & Development,22,1,Marketing,3,Male,1,1,Research Director,4,Married,14277,2452,2,No,20,3,3,1,4,5,4,27,9,14,5,46-60,> 10K,3.67,0
1228,29,No,Travel_Rarely,Sales,16,5,Other,1,Female,2,4,Sales Representative,4,Married,18524,10533,5,No,25,3,3,0,7,1,3,12,4,5,16,26-35,> 10K,2.67,0
1229,27,No,Travel_Rarely,Human Resources,7,5,Technical Degree,4,Female,2,4,Manager,2,Single,6730,2392,9,No,17,3,3,0,29,1,4,0,0,15,5,26-35,6K-10K,3.33,0
1230,28,No,Non-Travel,Research & Development,15,2,Medical,4,Male,2,3,Research Director,2,Married,11724,7471,8,No,13,4,2,3,18,4,4,34,8,14,2,26-35,> 10K,3.33,0
1231,32,Yes,Non-Travel,Research & Development,13,4,Marketing,1,Male,2,4,Healthcare Representative,1,Single,12772,19653,7,No,14,3,4,0,29,0,3,29,27,10,8,26-35,> 10K,1.67,1
1232,33,No,Travel_Frequently,Sales,26,1,Marketing,4,Male,3,1,Sales Representative,3,Married,17268,10137,9,No,16,3,4,1,30,0,4,35,14,13,14,26-35,> 10K,3.67,0
1233,34,Yes,Travel_Rarely,Sales,16,5,Life Sciences,2,Female,3,2,Sales Executive,2,Married,13940,15997,8,Yes,24,3,1,2,15,1,1,24,2,3,7,26-35,> 10K,1.67,1
1234,43,Yes,Travel_Rarely,Research & Development,12,3,Technical Degree,3,Female,2,1,Sales Executive,1,Single,17932,21434,3,Yes,21,3,1,2,37,4,1,15,8,6,14,36-45,> 10K,1.67,1
1235,19,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,4,2,Healthcare Representative,2,Single,15643,25664,3,No,17,3,3,2,21,1,1,18,4,15,0,18-25,> 10K,2.0,1
1236,29,Yes,Travel_Rarely,Research & Development,16,4,Marketing,2,Male,2,3,Manufacturing Director,4,Single,1198,11162,8,No,24,3,4,1,32,0,1,0,0,3,7,26-35,< 3K,2.33,1
1237,43,No,Travel_Rarely,Research & Development,23,4,Technical Degree,4,Male,2,5,Manufacturing Director,1,Single,17955,12397,7,Yes,23,3,2,0,21,5,4,4,0,6,3,36-45,> 10K,3.0,0
1238,40,No,Travel_Rarely,Research & Development,23,2,Technical Degree,4,Male,4,4,Manufacturing Director,1,Married,18174,17596,1,No,14,3,2,2,7,2,1,21,21,4,9,36-45,> 10K,2.0,0
1239,35,No,Travel_Rarely,Human Resources,27,4,Other,3,Female,1,4,Manager,2,Divorced,10830,6794,7,No,20,3,3,1,36,0,4,23,8,1,15,26-35,> 10K,3.0,0
1240,49,No,Travel_Rarely,Sales,13,5,Human Resources,4,Male,4,1,Sales Representative,3,Married,14798,25794,0,No,21,3,1,1,11,5,2,36,22,6,17,46-60,> 10K,3.0,0
1241,55,No,Travel_Rarely,Research & Development,29,4,Medical,3,Female,4,1,Manufacturing Director,4,Married,18558,18549,8,No,19,3,4,2,4,2,4,35,6,7,3,46-60,> 10K,3.67,0
1242,20,No,Travel_Rarely,Research & Development,23,1,Human Resources,3,Female,3,2,Research Director,3,Married,12469,10446,8,No,19,3,2,2,24,6,1,35,22,9,7,18-25,> 10K,2.33,0
1243,55,No,Travel_Rarely,Research & Development,3,3,Human Resources,2,Female,1,4,Healthcare Representative,1,Married,1178,10493,7,No,19,3,1,3,28,3,2,3,3,10,3,46-60,< 3K,1.67,0
1244,20,No,Travel_Rarely,Research & Development,15,5,Marketing,3,Male,4,3,Manager,3,Divorced,19628,8363,4,No,22,3,4,3,12,4,3,35,24,1,9,18-25,> 10K,3.0,0
1245,47,No,Travel_Frequently,Research & Development,28,2,Other,4,Male,2,1,Manufacturing Director,1,Divorced,18118,13295,4,Yes,20,3,2,1,25,5,4,17,8,5,3,46-60,> 10K,3.0,0
1246,18,Yes,Travel_Rarely,Research & Development,3,3,Medical,4,Male,4,4,Laboratory Technician,3,Divorced,1798,10079,2,No,16,3,1,3,21,3,1,15,5,3,15,18-25,< 3K,2.67,1
1247,47,No,Travel_Rarely,Sales,7,5,Human Resources,1,Female,3,5,Sales Representative,2,Divorced,8601,23414,4,No,12,3,2,3,28,0,1,40,33,4,11,46-60,6K-10K,1.33,0
1248,49,Yes,Travel_Rarely,Sales,18,3,Human Resources,4,Female,4,2,Manager,3,Single,3795,14032,3,Yes,12,3,1,2,11,6,1,17,8,0,9,46-60,3K-6K,2.67,1
1249,45,Yes,Travel_Rarely,Human Resources,14,4,Technical Degree,1,Male,2,1,Human Resources,1,Married,13496,12748,0,No,21,3,1,3,27,4,3,21,16,5,10,36-45,> 10K,1.67,1
1250,38,No,Travel_Rarely,Research & Development,18,2,Marketing,3,Female,1,1,Research Scientist,4,Divorced,5588,3505,8,No,14,3,1,1,8,5,2,1,0,11,1,36-45,3K-6K,3.0,0
1251,30,No,Non-Travel,Research & Development,19,2,Human Resources,4,Male,3,3,Research Scientist,4,Married,8297,11448,9,No,19,3,4,2,9,6,2,20,18,11,15,26-35,6K-10K,3.33,0
1252,44,No,Travel_Rarely,Research & Development,14,1,Medical,2,Male,1,1,Manager,4,Divorced,4084,15240,3,No,13,4,3,3,25,0,1,35,5,10,11,36-45,3K-6K,2.33,0
1253,53,No,Travel_Rarely,Sales,20,4,Life Sciences,2,Male,3,4,Sales Representative,1,Single,12110,9409,2,No,16,3,1,3,35,4,4,38,36,13,3,46-60,> 10K,2.33,0
1254,24,Yes,Travel_Rarely,Sales,6,1,Life Sciences,2,Male,2,4,Sales Representative,3,Married,1731,22724,5,No,12,3,1,3,39,4,1,38,30,14,16,18-25,< 3K,2.0,1
1255,39,Yes,Non-Travel,Research & Development,29,1,Marketing,3,Male,3,4,Research Scientist,4,Divorced,2129,2209,0,No,25,4,2,0,10,0,1,28,1,7,11,36-45,< 3K,2.67,1
1256,27,Yes,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Male,1,5,Laboratory Technician,4,Married,2605,22177,4,Yes,11,3,2,3,5,0,4,25,8,1,15,26-35,< 3K,3.67,1
1257,56,No,Non-Travel,Sales,26,5,Technical Degree,1,Female,1,5,Sales Executive,4,Married,12970,22905,6,No,22,4,4,3,3,6,1,20,13,0,2,46-60,> 10K,2.0,0
1258,32,No,Travel_Rarely,Research & Development,26,1,Technical Degree,2,Female,4,1,Research Director,2,Single,11937,21431,1,No,15,3,3,1,26,6,3,16,3,8,1,26-35,> 10K,2.33,0
1259,32,No,Non-Travel,Sales,7,3,Medical,1,Male,1,5,Sales Representative,1,Married,12362,19364,9,Yes,18,3,2,3,23,5,1,15,3,14,6,26-35,> 10K,1.0,0
1260,21,No,Travel_Rarely,Research & Development,20,5,Other,1,Female,4,5,Laboratory Technician,1,Divorced,3933,4119,8,Yes,20,3,4,0,4,4,3,30,20,1,5,18-25,3K-6K,1.67,0
1261,49,Yes,Travel_Rarely,Sales,18,4,Marketing,4,Male,1,3,Manager,1,Married,16187,22129,5,No,20,4,4,2,2,5,1,8,7,7,0,46-60,> 10K,2.0,1
1262,40,Yes,Travel_Rarely,Research & Development,18,2,Marketing,4,Male,4,5,Healthcare Representative,1,Single,6074,2177,1,No,12,4,4,3,6,6,2,30,25,14,14,36-45,6K-10K,2.33,1
1263,23,No,Travel_Rarely,Research & Development,15,5,Life Sciences,2,Female,2,2,Manufacturing Director,1,Single,15037,3546,7,Yes,20,3,1,3,23,4,4,13,3,4,11,18-25,> 10K,2.33,0
1264,41,No,Travel_Rarely,Research & Development,20,1,Human Resources,3,Female,4,2,Laboratory Technician,2,Divorced,8099,16186,7,Yes,19,3,3,1,21,5,2,36,20,15,12,36-45,6K-10K,2.33,0
1265,37,No,Travel_Rarely,Sales,22,3,Human Resources,4,Female,1,2,Sales Executive,3,Married,18874,12226,0,No,22,3,3,3,11,0,1,1,1,1,7,36-45,> 10K,2.67,0
1266,54,No,Travel_Rarely,Sales,19,4,Other,3,Female,2,1,Sales Executive,2,Single,1893,26874,0,Yes,18,3,3,3,34,0,1,13,3,4,8,46-60,< 3K,2.0,0
1267,37,No,Travel_Rarely,Research & Development,22,2,Human Resources,1,Female,3,4,Research Director,4,Single,2390,21950,0,No,13,3,1,3,16,1,3,32,15,15,0,36-45,< 3K,2.67,0
1268,29,No,Travel_Rarely,Research & Development,21,3,Other,1,Male,1,3,Research Director,2,Divorced,5239,14231,3,No,11,3,1,3,2,6,1,34,21,8,4,26-35,3K-6K,1.33,0
1269,50,Yes,Non-Travel,Research & Development,21,2,Medical,1,Female,4,1,Research Scientist,1,Divorced,19647,18658,3,No,14,3,2,2,10,5,1,38,11,5,6,46-60,> 10K,1.0,1
1270,45,No,Non-Travel,Sales,2,4,Marketing,1,Male,3,4,Manager,2,Single,4432,16016,7,No,18,4,2,1,5,1,1,19,15,2,17,36-45,3K-6K,1.33,0
1271,25,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,4,3,Manager,1,Single,3371,16134,0,Yes,13,4,2,2,35,1,2,1,0,11,7,18-25,3K-6K,1.67,0
1272,18,Yes,Travel_Rarely,Research & Development,21,1,Medical,1,Male,3,3,Healthcare Representative,2,Divorced,2515,21379,9,No,20,3,4,0,16,3,3,40,39,7,9,18-25,< 3K,2.0,1
1273,39,No,Travel_Rarely,Research & Development,11,4,Technical Degree,4,Male,2,3,Research Director,1,Married,16906,16082,2,Yes,22,3,3,3,21,4,2,18,5,13,7,36-45,> 10K,2.33,0
1274,39,No,Travel_Rarely,Sales,18,3,Technical Degree,1,Female,1,2,Sales Executive,4,Divorced,7326,18436,0,No,12,4,1,0,0,2,3,36,36,0,11,36-45,6K-10K,2.67,0
1275,23,No,Travel_Rarely,Research & Development,23,5,Technical Degree,3,Male,2,2,Research Director,1,Married,15605,9775,8,No,17,3,2,2,2,3,2,17,17,8,15,18-25,> 10K,2.0,0
1276,38,Yes,Travel_Rarely,Sales,13,2,Other,4,Female,1,2,Sales Executive,2,Married,6586,18175,9,Yes,14,3,4,0,15,6,1,15,9,8,11,36-45,6K-10K,2.33,1
1277,49,No,Travel_Rarely,Sales,9,5,Other,3,Male,3,3,Sales Representative,4,Married,3917,16133,8,No,16,3,1,3,34,4,2,3,1,15,2,46-60,3K-6K,3.0,0
1278,52,No,Travel_Frequently,Human Resources,9,5,Marketing,3,Female,2,3,Human Resources,2,Divorced,16901,11615,6,No,15,4,4,0,13,2,2,11,6,3,17,46-60,> 10K,2.33,0
1279,32,No,Travel_Rarely,Sales,17,3,Technical Degree,2,Male,1,2,Sales Representative,4,Married,18551,18368,7,No,12,3,4,2,6,1,3,28,17,12,4,26-35,> 10K,3.0,0
1280,22,No,Travel_Rarely,Research & Development,7,1,Other,2,Male,3,3,Research Scientist,3,Single,4793,20011,0,No,20,3,4,3,25,2,3,6,0,7,13,18-25,3K-6K,2.67,0
1281,23,No,Travel_Rarely,Research & Development,9,5,Other,3,Male,2,2,Manager,3,Married,10947,24427,4,No,12,3,3,1,30,0,2,13,6,10,15,18-25,> 10K,2.67,0
1282,42,No,Non-Travel,Research & Development,22,5,Human Resources,3,Female,2,2,Healthcare Representative,3,Divorced,16859,26207,1,No,24,4,1,2,23,6,3,11,4,13,5,36-45,> 10K,3.0,0
1283,57,No,Travel_Rarely,Research & Development,1,1,Other,1,Female,2,2,Manufacturing Director,2,Married,2577,16837,0,No,19,3,1,3,18,0,3,34,0,13,15,46-60,< 3K,2.0,0
1284,46,No,Travel_Frequently,Sales,2,1,Technical Degree,4,Male,2,4,Sales Executive,2,Married,10488,12546,2,No,21,3,4,1,36,5,3,4,3,15,13,46-60,> 10K,3.0,0
1285,24,No,Travel_Rarely,Research & Development,4,2,Medical,1,Female,4,3,Laboratory Technician,4,Married,19604,26992,6,No,20,3,3,0,0,4,4,16,9,10,4,18-25,> 10K,3.0,0
1286,57,No,Travel_Rarely,Research & Development,14,2,Technical Degree,2,Female,3,1,Research Director,4,Single,10164,12748,0,No,12,4,4,0,24,3,3,31,22,2,13,46-60,> 10K,3.0,0
1287,30,No,Travel_Rarely,Sales,4,1,Human Resources,2,Female,4,2,Sales Executive,4,Single,2030,3553,1,No,18,3,2,0,9,6,4,9,8,12,10,26-35,< 3K,3.33,0
1288,55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,3,1,Research Scientist,4,Single,16881,4469,1,No,18,3,1,3,17,1,4,16,1,5,8,46-60,> 10K,3.0,0
1289,35,No,Travel_Frequently,Sales,8,1,Life Sciences,4,Male,3,4,Sales Representative,1,Married,11785,18299,3,No,11,4,1,0,0,6,3,4,3,9,6,26-35,> 10K,2.67,0
1290,19,Yes,Travel_Rarely,Sales,18,2,Human Resources,3,Male,3,3,Sales Representative,3,Married,7691,3474,2,No,11,3,3,0,28,4,2,8,0,9,4,18-25,6K-10K,2.67,1
1291,25,Yes,Travel_Frequently,Research & Development,19,3,Marketing,1,Male,1,2,Healthcare Representative,1,Divorced,18297,17786,2,No,23,3,1,1,12,1,3,32,9,7,14,18-25,> 10K,1.67,1
1292,28,Yes,Travel_Rarely,Sales,14,3,Technical Degree,2,Male,3,2,Sales Representative,1,Divorced,7358,24861,9,No,14,4,1,1,3,0,1,35,19,10,12,26-35,6K-10K,1.33,1
1293,50,No,Travel_Rarely,Research & Development,20,5,Other,4,Male,2,2,Manager,1,Married,19565,15759,4,No,12,3,1,1,11,6,2,35,0,8,11,46-60,> 10K,2.33,0
1294,55,Yes,Travel_Rarely,Research & Development,25,3,Medical,2,Male,4,1,Research Scientist,1,Married,2462,2337,2,Yes,22,3,3,3,18,3,4,17,12,7,14,46-60,< 3K,2.33,1
1295,44,Yes,Travel_Rarely,Research & Development,10,2,Technical Degree,4,Female,2,4,Research Scientist,3,Single,16511,8991,6,Yes,25,3,4,2,25,3,4,8,0,8,9,36-45,> 10K,3.67,1
1296,37,No,Non-Travel,Sales,17,3,Medical,4,Male,2,3,Sales Executive,1,Single,11570,13351,4,No,11,3,1,0,37,0,2,28,4,3,16,36-45,> 10K,2.33,0
1297,29,Yes,Travel_Rarely,Sales,8,4,Life Sciences,4,Female,4,4,Sales Executive,4,Single,16897,26844,3,No,19,3,4,0,15,2,2,13,0,9,15,26-35,> 10K,3.33,1
1298,60,No,Travel_Rarely,Sales,28,1,Marketing,1,Male,2,2,Sales Executive,2,Married,12646,3087,2,No,23,3,3,3,24,3,3,24,22,0,4,46-60,> 10K,2.0,0
1299,48,No,Travel_Rarely,Research & Development,14,1,Other,1,Male,1,4,Research Scientist,4,Single,16474,3293,3,Yes,13,4,4,0,9,2,4,14,12,6,3,46-60,> 10K,3.0,0
1300,44,No,Travel_Rarely,Research & Development,21,2,Human Resources,1,Male,2,1,Research Director,2,Single,8037,10848,1,No,24,3,2,3,36,1,1,5,2,10,9,36-45,6K-10K,1.33,0
1301,49,Yes,Travel_Rarely,Sales,23,5,Human Resources,4,Male,2,5,Manager,4,Married,10499,7964,0,Yes,24,3,1,3,27,3,3,28,16,11,5,46-60,> 10K,3.67,1
1302,27,No,Travel_Rarely,Human Resources,8,1,Marketing,4,Male,4,5,Human Resources,4,Married,14386,4828,2,No,24,3,3,3,27,5,2,14,0,9,10,26-35,> 10K,3.33,0
1303,20,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,2,3,Manager,2,Married,7221,8472,1,No,11,3,3,2,24,0,4,28,1,3,10,18-25,6K-10K,2.67,0
1304,44,No,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Male,4,3,Research Scientist,3,Married,8769,22357,0,Yes,12,3,4,3,24,6,2,3,0,0,15,36-45,6K-10K,2.67,0
1305,52,No,Travel_Rarely,Research & Development,8,5,Technical Degree,1,Female,3,4,Research Director,1,Single,18071,25045,0,No,18,3,1,2,11,2,2,17,13,2,13,46-60,> 10K,1.33,0
1306,48,No,Travel_Rarely,Research & Development,10,5,Life Sciences,4,Female,3,3,Healthcare Representative,4,Single,15356,23341,1,No,15,3,3,2,7,5,2,38,10,6,3,46-60,> 10K,3.33,0
1307,32,No,Travel_Rarely,Research & Development,27,5,Technical Degree,2,Male,1,1,Manager,3,Single,19278,8564,8,Yes,21,3,2,0,35,1,3,15,11,10,4,26-35,> 10K,2.67,0
1308,33,Yes,Travel_Rarely,Research & Development,8,1,Medical,2,Male,4,2,Healthcare Representative,1,Single,8389,3336,4,No,17,3,4,1,38,1,1,10,9,2,16,26-35,6K-10K,1.33,1
